id,title,image_url,artist,year,medium,collection,current_location,creation_location,height,width
416,The Garden of Earthly Delights,http://commons.wikimedia.org/wiki/Special:FilePath/Jheronimus%20Bosch%20023.jpg,Hieronymus Bosch,1490,oil paint,Museo del Prado,Royal Monastery of San Lorenzo de El Escorial,Unknown,205.5,384.9
411,Adoration of the Shepherds,http://commons.wikimedia.org/wiki/Special:FilePath/Fragonard%201775%20adoration%20des%20bergers%20Louvre.jpg,Jean-Honoré Fragonard,1775,canvas,Department of Paintings of the Louvre,Louvre storage (depot),Unknown,73,93
797,Claude Monet painting in his studio boat,http://commons.wikimedia.org/wiki/Special:FilePath/Monet%20Painting%20on%20His%20Studio%20Boat%20Edouard%20Manet%201874.jpg,Édouard Manet,1874,oil paint,Bavarian State Painting Collections,Neue Pinakothek,Unknown,82.7,105
760,Portrait of Fra Antonio Martelli,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Fra%20Antonio%20Martelli-Caravaggio%20%281610%29.jpg,Caravaggio,1607,canvas,Galleria Palatina,Galleria Palatina,Unknown,118.5,95
329,Madonna of the Rose Garden,http://commons.wikimedia.org/wiki/Special:FilePath/Galer%C3%ADa%20Uffizi%2C%20Florencia%2C%20Italia%2C%202022-09-18%2C%20DD%2045.jpg,Sandro Botticelli,1469,tempera,Uffizi Gallery,Uffizi Gallery,Unknown,124,65
462,Hôtel des Roches Noires,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20H%C3%B4tel%20des%20roches%20noires.%20Trouville%20-%20Google%20Art%20Project.jpg,Claude Monet,1870,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,810,580
319,Composition II,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20Composition%202.jpg,Theo van Doesburg,1916,oil paint,Thyssen-Bornemisza Museum,Thyssen-Bornemisza Museum,Unknown,45,32
1025,Insane Woman,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Monomane%20de%20l%27envie.jpg,Théodore Géricault,1819,oil paint,Museum of Fine Arts of Lyon,Museum of Fine Arts of Lyon,Unknown,72,58
84,Equestrian Portrait of Elisabeth of France,http://commons.wikimedia.org/wiki/Special:FilePath/La%20reina%20Isabel%20de%20Borb%C3%B3n%20a%20caballo.jpg,Diego Velázquez,1631,canvas,Museo del Prado,Prado Hall 012,Unknown,301,314
130,The Tiger Hunt,http://commons.wikimedia.org/wiki/Special:FilePath/Workshop%20of%20Peter%20Paul%20Rubens%20-%20Portrait%20of%20Archduke%20Albrecht%20of%20Austria%20II.jpg,Peter Paul Rubens,1641,canvas,Museum of Fine Arts of Rennes,Museum of Fine Arts of Rennes,Unknown,253,319
1156,The Magpie on the Gallows,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Elster%20auf%20dem%20Galgen.jpg,Pieter Brueghel the Elder,1568,oil paint,Hessian State Museum Darmstadt,Hessian State Museum Darmstadt,Unknown,46,51
994,Martha and Mary Magdalene,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20%281571%E2%80%931610%29%2C%20Martha%20and%20Mary%20Magdalene%20%28The%20Conversion%20of%20the%20Magdalen%29%2C%20c.%201598.jpg,Caravaggio,1598,oil paint,Detroit Institute of Arts,Detroit Institute of Arts,Unknown,98,133
172,The Sea of Ice,http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%2C%20Caspar%20David%20-%20Eismeer.jpg,Caspar David Friedrich,1823,canvas,Hamburger Kunsthalle,Hamburger Kunsthalle,Unknown,96.7,126.9
988,Diptych of Maarten van Nieuwenhove,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Memling%20-%20Diptych%20of%20Maarten%20Nieuwenhove%20-%20WGA14955.jpg,Hans Memling,1487,panel,Sint-Janshospitaal,Sint-Janshospitaal,Unknown,44.7,67
261,Young Spartans Exercising,http://commons.wikimedia.org/wiki/Special:FilePath/Young%20Spartans%20Exercising%20National%20Gallery%20NG3860.jpg,Edgar Degas,1860,canvas,National Gallery,National Gallery,Unknown,109.5,155
1283,Self-portrait with hat,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20111.jpg,Paul Gauguin,1893,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,460,380
661,Girl Reading a Letter at an Open Window,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Vermeer%20van%20Delft%20-%20Brieflezend%20meisje%20bij%20het%20venster%20%28ca.%201657-59%29.jpg,Johannes Vermeer,1658,canvas,Staatliche Kunstsammlungen Dresden,Gemäldegalerie Alte Meister,Unknown,83,64.5
1091,St Mark's Body Brought to Venice,http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20Tintoretto%20-%20St%20Mark%27s%20Body%20Brought%20to%20Venice.jpg,Jacopo Tintoretto,1564,oil paint,Gallerie dell'Accademia,Gallerie dell'Accademia,Unknown,398,315
873,Dnieper in the morning,http://commons.wikimedia.org/wiki/Special:FilePath/Kuindzhi%20Dnieper%20in%20the%20morning%201881.jpg,Arkhip Kuindzhi,1881,canvas,Tretyakov Gallery,Tretyakov Gallery,Unknown,107.5,170.5
333,Allegory of August: Triumph of Ceres,http://commons.wikimedia.org/wiki/Special:FilePath/Maestro%20dell%27Agosto%20o%20Gherardo%20da%20Vicenza%20-%20Allegory%20of%20August%20-%20Triumph%20of%20Ceres%20-%20WGA23129.jpg,Cosimo Tura,1480,fresco,Palazzo Schifanoia,Palazzo Schifanoia,Unknown,500,320
356,Sleeping Endymion,http://commons.wikimedia.org/wiki/Special:FilePath/Cima%20da%20Conegliano%2C%20Endimione%20dormiente.%20Parma%2C%20Galleria%20Nazionale.jpeg,Giovanni Battista Cima da Conegliano,1507,oil paint,Galleria nazionale di Parma,Galleria nazionale di Parma,Unknown,24.8,25.4
139,The Triumph of Death,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Triumph%20of%20Death%20by%20Pieter%20Bruegel%20the%20Elder.jpg,Pieter Brueghel the Elder,1560,panel,Museo del Prado,Museo del Prado,Unknown,117,162
382,The Marquesa de Pontejos,http://commons.wikimedia.org/wiki/Special:FilePath/Goya%20-%20The%20Marquesa%20de%20Pontejos.jpg,Francisco Goya,1786,oil paint,National Gallery of Art,National Gallery of Art,Unknown,210.3,127
293,Madonna with the Blue Diadem,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Vierge%20au%20voile%2C%20by%20Raffaello%20Sanzio%2C%20from%20C2RMF%20retouched.jpg,Gianfrancesco Penni,1515,oil paint,Department of Paintings of the Louvre,Room 710,Unknown,68,48.7
1078,The Pretty Woman and the Masked Men (The Road of Andalusia),http://commons.wikimedia.org/wiki/Special:FilePath/El%20paseo%20de%20Andaluc%C3%ADa.jpg,Francisco Goya,1777,oil paint,Museo del Prado,Museo del Prado,Unknown,275,190
621,Christ and the Woman Taken in Adultery,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Kemmer%20-%20Christus%20und%20die%20Ehebrecherin%2C%20ca.%201535%2C%20Sankt-Annen-Museum.jpg,Hans Kemmer,1535,panel,St. Anne's Museum,St. Anne's Museum,Unknown,50.5,61.5
142,The Rape of the Daughters of Leucippus,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20-%20The%20Rape%20of%20the%20Daughters%20of%20Leucippus.jpg,Peter Paul Rubens,1618,oil paint,Electoral Gallery Dusseldorf,Alte Pinakothek,Unknown,224,210.5
977,Portrait of Count Stanislas Potocki,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20Equestrian%20portrait%20of%20Stanis%C5%82aw%20Kostka%20Potocki%20-%20Google%20Art%20Project.jpg,Jacques-Louis David,1780,canvas,National Museum in Warsaw,Palace Museum in Wilanów,Unknown,304,218
615,Portrait of Elisabetta Gonzaga,http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%20%28attr.%29%2C%20Portrait%20of%20Elisabetta%20Gonzaga%2C%201506%2C%20Uffizi.jpg,Raphael,1504,panel,Uffizi Gallery,Uffizi Gallery,Unknown,52.5,37.3
535,Dedham Lock and Mill,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Constable%20023.jpg,John Constable,1820,oil paint,Victoria and Albert Museum,Room 87,Unknown,53.7,76.2
140,The Rape of the Daughters of Leucippus,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20-%20The%20Rape%20of%20the%20Daughters%20of%20Leucippus.jpg,Jan Wildens,1618,canvas,Bavarian State Painting Collections,Alte Pinakothek,Unknown,224,210.5
1160,The Siege of Asola,http://commons.wikimedia.org/wiki/Special:FilePath/Tintoretto%20Battle%20of%20Asola.jpg,Jacopo Tintoretto,1544,canvas,National Museum in Poznań,National Museum in Poznań,Unknown,197,467.5
1264,Snow Storm: Hannibal and his Army Crossing the Alps,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Mallord%20William%20Turner%20081.jpg,J. M. W. Turner,1812,oil paint,National Gallery,Tate Britain,Unknown,237.5,146
225,Saint Stephen,http://commons.wikimedia.org/wiki/Special:FilePath/Giotto.%20saint-stephen-1320-25%20Florence%2C%20Museo%20Horne.jpg,Giotto,1320,tempera,Museo Horne,Museo Horne,Unknown,84,54
483,The Oxbow,http://commons.wikimedia.org/wiki/Special:FilePath/Cole%20Thomas%20The%20Oxbow%20%28The%20Connecticut%20River%20near%20Northampton%201836%29.jpg,Thomas Cole,1836,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,130.8,193
275,Portrait of Sebastián de Morra,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20%E2%80%93%20El%20buf%C3%B3n%20el%20Primo%20%28Museo%20del%20Prado%2C%201644%29.jpg,Diego Velázquez,1644,oil paint,Museo del Prado,Museo del Prado,Unknown,106.5,82.5
324,Q3214068,http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Fran%C3%A7ois%20Marchal%2C%20La%20foire%20aux%20servantes.jpg,Charles Marchal,1864,canvas,Musée du Pays de Hanau,Musée du Pays de Hanau,Unknown,109,174
847,Bullfight and greasy pole,http://commons.wikimedia.org/wiki/Special:FilePath/Eugenio%20Lucas%20Vel%C3%A1zquez%20-%20Gran%20corrida%20de%20toros%20y%20cuca%C3%B1a.jpg,Lucas Velázquez,1860,canvas,National Museum of Fine Arts of Cuba,National Museum of Fine Arts of Cuba,Unknown,148,210
326,Majas on a Balcony,http://commons.wikimedia.org/wiki/Special:FilePath/Majas%20on%20Balcony%20by%20follower%20of%20Francisco%20de%20Goya.jpg,Francisco Goya,1808,canvas,Metropolitan Museum of Art,"Gallery 619, Goya and Eighteenth-Century Italy, Metropolitan Museum of Art",Unknown,194.8,125.7
573,Woman with a Pink,http://commons.wikimedia.org/wiki/Special:FilePath/Woman%20with%20a%20Pink%20MET%20DP145910.jpg,Rembrandt,1660,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,92.1,74.6
487,The Immaculate Conception,http://commons.wikimedia.org/wiki/Special:FilePath/10%20Inmaculada%20Concepci%C3%B3n%20%28National%20Gallery%20de%20Londres%2C%20c.%201618%29.jpg,Diego Velázquez,1618,canvas,National Gallery,National Gallery,Unknown,135,102
923,The Massacre of the Innocents,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder%20-%20Massacre%20of%20the%20Innocents%20-%20Google%20Art%20Project.jpg,Pieter Brueghel the Elder,1566,oil paint,Royal Collection,Windsor Castle,Unknown,109.2,158.1
1255,Angel Holding a Phylactery,http://commons.wikimedia.org/wiki/Special:FilePath/Raffaello%20Angelo%202%20%28frammento%20pala%20Baronci%29.jpg,Raphael,1500,oil paint,Department of Paintings of the Louvre,Room 709,Unknown,58,36
1229,Annunciation,http://commons.wikimedia.org/wiki/Special:FilePath/Luca%20signorelli%2C%20annunciazione%20di%20volterra.jpg,Luca Signorelli,1491,panel,Pinacoteca e Museo Civico di Volterra,Volterra,Unknown,258,190
850,The Madonna of Humility Adored by a Prince of the House of Este,http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20Bellini-%20Madonna%20and%20Child.jpg,Jacopo Bellini,1500,oil paint,Department of Paintings of the Louvre,Room 709,Unknown,60.2,40.1
1150,The Penitent Magdalen,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20de%20La%20Tour%20009.jpg,Georges de La Tour,1625,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,133.4,102.2
917,Benois Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%2C%20Madonna%20Benois.JPG,Leonardo da Vinci,1480,oil paint,Hermitage Museum,Hermitage Museum,Italy,49.5,33
810,The Fight Between Mars and Minerva,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Combat%20Of%20Mars%20And%20Minerva.jpg,Jacques-Louis David,1771,canvas,Department of Paintings of the Louvre,Louvre storage (depot),Unknown,114,140
918,Le Déjeuner sur l'herbe,http://commons.wikimedia.org/wiki/Special:FilePath/Monet%20dejeunersurlherbe.jpg,Claude Monet,1866,oil paint,Musée d'Orsay,Musée d'Orsay,Chailly-en-Bière,248,150
1316,Religion saved by Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Religion%20saved%20by%20Spain.jpg,Titian,1573,canvas,Museo del Prado,Prado Hall 024,Unknown,168,168
848,The Face of War,http://commons.wikimedia.org/wiki/Special:FilePath/Dal%C3%AD%20en%20el%20palacio%20de%20BA%2002.jpg,Salvador Dalí,1940,canvas,Museum Boijmans Van Beuningen,Museum Boijmans Van Beuningen,Unknown,64,79
702,Portrait of Mariana of Austria,http://commons.wikimedia.org/wiki/Special:FilePath/Mariana%20of%20Austria%20by%20Vel%C3%A1zquez%20%28c.%201652%2C%20Museo%20del%20Prado%29.jpg,Diego Velázquez,1652,oil paint,Museo del Prado,Prado Hall 012,Unknown,234.2,132
592,The Waterseller of Seville,http://commons.wikimedia.org/wiki/Special:FilePath/El%20aguador%20de%20Sevilla%2C%20por%20Diego%20Vel%C3%A1zquez.jpg,Diego Velázquez,1620,oil paint,Apsley House,United Kingdom,Unknown,107.7,81.3
1210,Q3835870,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A8%D0%B0%D0%B3%D0%B0%D0%BB%20%D0%97%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D0%BE.jpg,Marc Chagall,1915,cardboard,Russian Museum,Russian Museum,Unknown,100,81
591,Portrait of Giovanna Tornabuoni,http://commons.wikimedia.org/wiki/Special:FilePath/Domenico%20Ghirlandaio%2C%201489-1490%20-%20Portrait%20of%20Giovanna%20Tornabuoni%20-%20Google%20Art%20Project.jpg,Domenico Ghirlandaio,1480,mixed media,Thyssen-Bornemisza Museum,Thyssen-Bornemisza Museum - room 5,Unknown,77,49
719,Marriage of the Virgin,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat66.jpg,Pietro Perugino,1501,panel,Musée des Beaux-Arts de Caen,Musée des Beaux-Arts de Caen,Unknown,234,185
322,Baptism of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Bellini%2C%20battesimo%20di%20cristo.jpg,Giovanni Bellini,1500,panel,Santa Corona,Santa Corona,Unknown,410,265
1175,Clothes on the Grass,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Seurat%20%281859-1891%29%20-%20Clothes%20on%20the%20Grass%20%28V%C3%AAtements%20sur%20l%27herbe%29%20-%20L727%20-%20National%20Gallery.jpg,Georges Seurat,1883,oil paint,National Gallery,National Gallery,Unknown,24.8,16.2
772,Corpse of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Annibale%20carracci%2C%20salma%20di%20cristo.jpg,Annibale Carracci,1582,canvas,Staatsgalerie Stuttgart,Staatsgalerie Stuttgart,Unknown,70.7,88.8
969,The Birth of Venus,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Cabanel%20-%20The%20Birth%20of%20Venus%20-%20Google%20Art%20Project%202.jpg,Alexandre Cabanel,1863,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,130,225
1028,Dance in the Country,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Auguste%20Renoir%20-%20Country%20Dance%20-%20Google%20Art%20Project.jpg,Pierre-Auguste Renoir,1883,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,1800,900
452,Saint John the Baptist as a Boy,http://commons.wikimedia.org/wiki/Special:FilePath/John%20the%20Baptist%20in%20the%20wilderness%20%28by%20Raffaello%20Sanzio%29%20%E2%80%93%20Tribuna%20degli%20Uffizi%2C%20Florence.jpg,Raphael,1518,canvas,Uffizi Gallery,Tribuna of the Uffizi,Unknown,165,147
40,Fiesole Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/Angelico%2C%20pala%20di%20fiesole%2C%20full.jpg,Lorenzo di Credi,1520,tempera,convent of San Domenico,convent of San Domenico,Unknown,212,237
31,American Gothic,http://commons.wikimedia.org/wiki/Special:FilePath/Grant%20Wood%20-%20American%20Gothic%20%281930%29.jpg,Grant Wood,1930,beaverboard,Art Institute of Chicago,Art Institute of Chicago,Unknown,78,65.3
243,The First Mourning,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Bouguereau%20-%20El%20primer%20duelo.jpg,William-Adolphe Bouguereau,1888,oil paint,National Museum of Fine Arts,National Museum of Fine Arts,Unknown,203,250
711,Pastoral Concert,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste-Camille%20Corot%20-%20Le%20Concert%20champ%C3%AAtre%20-%20Google%20Art%20Project.jpg,Jean-Baptiste Camille Corot,1857,canvas,Condé Museum,Condé Museum,Unknown,98,130
1128,Leda and the Swan,http://commons.wikimedia.org/wiki/Special:FilePath/Correggio%20-%20Leda%20and%20the%20Swan%20-%20Google%20Art%20Project.jpg,Antonio da Correggio,1532,canvas,Gemäldegalerie Berlin,Sanssouci Picture Gallery,Unknown,152,191
137,Gualino Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Madone%20Gualino.jpg,Duccio di Buoninsegna,1280,tempera,Riccardo Gualino Collection,Galleria Sabauda,Unknown,157,86
311,The Stolen Kiss,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Honor%C3%A9%20Fragonard%20007.jpg,Jean-Honoré Fragonard,1787,oil paint,Hermitage Museum,Hermitage Museum,France,45,55
1162,Madonna and Child with Angels,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20and%20Child%20with%20Angels%20MET%20DP254091.jpg,Gentile da Fabriano,1410,gold,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,85.7,50.8
1067,The Archangel Raphael with Saints James the Great and Nicholas,http://commons.wikimedia.org/wiki/Special:FilePath/Cima%20da%20Conegliano%2C%20L%27arcangelo%20Raffaele%20e%20Tobiolo%20tra%20i%20santi%20Giacomo%20e%20Nicol%C3%B2%2C%20162x178%20cm%20Venezia%2C%20Gallerie%20dell%27Accademia.jpeg,Giovanni Battista Cima da Conegliano,1550,panel,Gallerie dell'Accademia,Gallerie dell'Accademia,Unknown,162,178
1197,At the Café La Mie,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20de%20Toulouse-Lautrec%20001.jpg,Henri de Toulouse-Lautrec,1891,cardboard,Museum of Fine Arts Boston,Museum of Fine Arts Boston,Unknown,53,67.9
1170,Aino Myth,http://commons.wikimedia.org/wiki/Special:FilePath/Gallen%20Kallela%20The%20Aino%20Triptych.jpg,Akseli Gallen-Kallela,1891,canvas,Finnish National Gallery,Ateneum,Unknown,200,413
1314,Christ Carrying the Cross,http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%20o%20giorgione%2C%20cristo%20portacroce.jpg,Giorgione,1506,oil paint,Scuola Grande di San Rocco,Scuola Grande di San Rocco,Unknown,70,100
530,Pietà of Villeneuve-lès-Avignon,http://commons.wikimedia.org/wiki/Special:FilePath/F0082%20Louvre%20Piet%C3%A0%20de%20Villeneuve-l%C3%A8s-Avignon%20RF%201569%20rwk.jpg,Enguerrand Quarton,1455,panel,Department of Paintings of the Louvre,Room 833,Unknown,163,218.5
4,Garden at Sainte-Adresse,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Jardin%20%C3%A0%20Sainte-Adresse.jpg,Claude Monet,1867,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,98.1,129.9
112,Jeremiah Lamenting the Destruction of Jerusalem,http://commons.wikimedia.org/wiki/Special:FilePath/Jeremia%20treurend%20over%20de%20verwoesting%20van%20Jeruzalem%20Rijksmuseum%20SK-A-3276.jpeg,Rembrandt,1630,oil paint,Rijksmuseum,Rijksmuseum,Unknown,58,46
1146,Madonna Bardi,http://commons.wikimedia.org/wiki/Special:FilePath/Sandro%20Botticelli%20-%20Madonna%20with%20Saints%20-%20Google%20Art%20Project.jpg,Sandro Botticelli,1500,tempera,Gemäldegalerie Berlin,"paintings of the Italian Renaissance, hall XVIII",Italy,185,180
1142,The Bathers,http://commons.wikimedia.org/wiki/Special:FilePath/Las%20ba%C3%B1istas%2C%20por%20Jean-Honor%C3%A9%20Fragonard.JPG,Jean-Honoré Fragonard,1765,canvas,Department of Paintings of the Louvre,Room 929,Unknown,64,80
1180,The Woman with a Gambling Mania,http://commons.wikimedia.org/wiki/Special:FilePath/GericaultMonomaniacOfGame.jpg,Théodore Géricault,1820,oil paint,Department of Paintings of the Louvre,Room 941,Unknown,77,64.5
1002,Christ on the Mount of Olives,http://commons.wikimedia.org/wiki/Special:FilePath/Michelangelo%20Merisi%20da%20Caravaggio%20-%20Christ%20in%20the%20Garden%20-%20WGA04153.jpg,Caravaggio,1605,canvas,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,154,222
1118,"The Lion of Saint Mark between Saints John the Baptist, Mark, Mary Magdalene and Jeronimo",http://commons.wikimedia.org/wiki/Special:FilePath/Accademia%20-%20Il%20Leone%20di%20San%20Marco%20e%20Santi%20by%20Cima%20da%20Conegliano.jpg,Giovanni Battista Cima da Conegliano,1506,oil paint,Gallerie dell'Accademia,Gallerie dell'Accademia,Unknown,207,510.4
