id,title,image_url,artist,year,medium,collection,current_location,creation_location,height,width,movement
875,Portrait of an unknown Man in landscape,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20memling%2C%20ritratto%20d%27ignoto%2C%20uffizi.jpg,Hans Memling,1480,panel,Uffizi Gallery,Uffizi Gallery,Unknown,38.0,27.0,Early Netherlandish painting
876,Charles I at the Hunt,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Charles%201er%2C%20roi%20d%27Angleterre%2C%20%C3%A0%20la%20chasse%20-%20Antoon%20van%20Dyck%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%201236%20%3B%20MR%20666.jpg,Anthony van Dyck,1635,oil paint,Department of Paintings of the Louvre,Room 853,Unknown,266.0,207.0,Baroque
877,Madonna of the Harpies,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20del%20Sarto%20-%20Madonna%20delle%20Arpie%20-%20Google%20Art%20Project.jpg,Andrea del Sarto,1517,panel,Uffizi Gallery,Uffizi Gallery,Unknown,207.0,178.0,High Renaissance
878,"King Charles I of England (1600-1649), three-quarter portrait",http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20King%20Charles%20I%20of%20England%2C%20three-quarter%20portrait.jpg,Anthony van Dyck,1632,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,103.0,81.0,Baroque
879,Allegory of the Battle of Lepanto,http://commons.wikimedia.org/wiki/Special:FilePath/%28Venice%29%20Allegoria%20della%20battaglia%20di%20Lepanto%20-%20Gallerie%20Accademia.jpg,Paolo Veronese,1571,oil paint,Gallerie dell'Accademia,Gallerie dell'Accademia,Unknown,169.0,137.0,Mannerism
880,Portrait of Gerolamo (?) Barbarigo,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20-%20Portrait%20of%20a%20man%20with%20a%20quilted%20sleeve.jpg,Titian,1510,oil paint,National Gallery,Room 12,Unknown,81.2,66.3,High Renaissance
881,"Charles I and Henrietta Maria with their two eldest children, Prince Charles and Princess Mary",http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Charles%20I%20and%20Henrietta%20Maria%20with%20their%20two%20eldest%20children%2C%20Prince%20Charles%20and%20Princess%20Mary.jpg,Anthony van Dyck,1632,oil paint,Royal Collection,Buckingham Palace,Unknown,303.8,256.5,Baroque
882,Charles I (1600-1649),http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20%281599-1641%29%20-%20Charles%20I%20%281600-1649%29%20-%20RCIN%20404398%20-%20Royal%20Collection.jpg,Anthony van Dyck,1636,oil paint,Royal Collection,Windsor Castle,Unknown,248.0,153.6,Baroque painting
883,"Portrait of Charles Louis Elector Palatine (1617-1680) and his brother, Rupert of the Palatinate (1619-1682)",http://commons.wikimedia.org/wiki/Special:FilePath/Princes%20Palatins%20Van%20Dyck.jpg,Anthony van Dyck,1637,oil paint,Department of Paintings of the Louvre,Louvre storage (depot),England,132.0,152.0,Baroque
884,Portrait of Giuliano de' Medici,http://commons.wikimedia.org/wiki/Special:FilePath/Botticelli%20-%20Giuliano%20de%27%20Medici%20-%20Accademia%20Carrara%20Bergamo.jpg,Sandro Botticelli,1479,tempera,Accademia Carrara,Accademia Carrara,Unknown,59.5,39.3,Early Renaissance
885,Portrait of Monsieur X (Pierre Loti),http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Rousseau%20-%20Portrait%20de%20Monsieur%20X.jpg,Henri Rousseau,1906,oil paint,Kunsthaus Zürich,Kunsthaus Zürich,Unknown,61.0,50.0,naïve art
886,Portrait of Margareta van Eyck,http://commons.wikimedia.org/wiki/Special:FilePath/Margareta%20van%20Eyck.jpg,Jan van Eyck,1439,oil paint,Groeningemuseum,Q125548900,Southern Netherlands,32.6,25.0,Early Netherlandish painting
887,Finding of the body of St Mark,http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20Tintoretto%20-%20Finding%20of%20the%20body%20of%20St%20Mark.jpg,Jacopo Tintoretto,1562,oil paint,Pinacoteca di Brera,Pinacoteca di Brera,Unknown,396.0,400.0,Mannerism
888,Portrait of Cooper Penrose,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Cooper%20Penrose%20by%20Jacques-Louis%20David%2C%20San%20Diego%20Museum%20of%20Art.JPG,Jacques-Louis David,1802,oil paint,Timken Museum of Art,Timken Museum of Art,Unknown,51.375,38.375,Neoclassicism
889,Biagio Milanesi,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat58a.jpg,Pietro Perugino,1500,panel,Uffizi Gallery,Uffizi Gallery,Unknown,28.0,26.0,Italian Renaissance
890,Portrait of Pierre Sériziat,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20S%C3%A9riziat%20-%20Jacques-Louis%20David%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%201281.jpg,Jacques-Louis David,1795,oil paint,Department of Paintings of the Louvre,Room 702,Unknown,129.0,95.5,Neoclassicism
891,Portrait of Francesco d'Este,http://commons.wikimedia.org/wiki/Special:FilePath/Weyden%2C%20Rogier%20van%20der%20-%20Francesco%20d%27Este.jpg,Rogier van der Weyden,1460,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,29.8,20.3,Early Netherlandish painting
892,Portrait of Jacobus Blauw,http://commons.wikimedia.org/wiki/Special:FilePath/Jacobus%20Blauw%20door%20Jacques-Louis%20David.jpg,Jacques-Louis David,1795,canvas,National Gallery,National Gallery,Unknown,92.0,73.0,Neoclassicism
893,"Sistine Chapel lunettes - Rehoboam, Abijah",http://commons.wikimedia.org/wiki/Special:FilePath/Michelangelo%2C%20lunetta%2C%20Rehoboam%20-%20Abijah%2001.jpg,Michelangelo,1511,fresco,Vatican Museums,Vatican Museums,Unknown,215.0,430.0,High Renaissance
894,Portrait of Gaston de France,http://commons.wikimedia.org/wiki/Special:FilePath/Full%20length%20portrait%20painting%20of%20Gaston%20of%20France%2C%20Duke%20of%20Orl%C3%A9ans%20in%201634%20by%20Anthony%20van%20Dyck%20%28Mus%C3%A9e%20Cond%C3%A9%29.jpg,Anthony van Dyck,1634,oil paint,Condé Museum,Condé Museum,Unknown,193.0,119.0,Baroque
895,A Bar at the Folies-Bergère,http://commons.wikimedia.org/wiki/Special:FilePath/Un%20bar%20aux%20Folies-Berg%C3%A8re%20d%27E.%20Manet%20%28Fondation%20Vuitton%2C%20Paris%29%20%2833539037428%29.jpg,Édouard Manet,1882,oil paint,Courtauld Gallery,Courtauld Gallery,Unknown,96.0,130.0,Impressionism
896,Emmanuel Joseph Sieyès (1748-1836),http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20Portrait%20of%20Emmanuel-Joseph%20Siey%C3%A8s%20-%20WGA06098.jpg,Jacques-Louis David,1817,oil paint,Fogg Museum,Fogg Museum,France,98.0,74.0,Neoclassicism
897,Portrait of Madame Marie-Louise Trudaine,http://commons.wikimedia.org/wiki/Special:FilePath/Marie-Louise%20Trudaine%2C%20by%20Jacques%20Louis%20David.jpg,Jacques-Louis David,1794,oil paint,Department of Paintings of the Louvre,Room 935,Unknown,130.0,98.0,Neoclassicism
898,Portrait of Louis XIV,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Louis%20XIV%20of%20France%20in%20Coronation%20Robes%20%28by%20Hyacinthe%20Rigaud%29%20-%20Louvre%20Museum.jpg,Hyacinthe Rigaud,1701,oil paint,Department of Paintings of the Louvre,Room 602,Unknown,277.0,194.0,Baroque painting
899,Madonna of the Pinks,http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%20Madonna%20of%20the%20Pinks.jpg,Raphael,1506,oil paint,National Gallery,National Gallery,Unknown,27.9,22.4,High Renaissance
900,"Elizabeth Charlotte, Princess Palatine",http://commons.wikimedia.org/wiki/Special:FilePath/Hyacinthe%20Rigaud%20-%20Elizabeth%20Charlotte%2C%20Princess%20Palatine%20-%20Deutsches%20Historisches%20Museum.jpg,Hyacinthe Rigaud,1713,oil paint,Deutsches Historisches Museum,Deutsches Historisches Museum,Unknown,132.0,109.0,Baroque painting
901,Portrait of Pablo Picasso,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20Portrait%20of%20Pablo%20Picasso%20-%20Google%20Art%20Project.jpg,Juan Gris,1912,oil paint,Art Institute of Chicago,Art Institute of Chicago,Unknown,933.0,744.0,Cubism
902,Discovery and Proof of the True Cross,http://commons.wikimedia.org/wiki/Special:FilePath/Piero%2C%20arezzo%2C%20Discovery%20and%20Proof%20of%20the%20True%20Cross%2001.jpg,Piero della Francesca,1458,fresco,"San Francesco, Arezzo","San Francesco, Arezzo",Unknown,356.0,747.0,Early Renaissance
903,Fishermen in Poissy,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20021.jpg,Claude Monet,1882,canvas,Belvedere,Belvedere,Unknown,59.8,81.7,Impressionism
904,Danae,http://commons.wikimedia.org/wiki/Special:FilePath/Tintoret-Dana%C3%A9-Lyon.jpg,Jacopo Tintoretto,1570,oil paint,Museum of Fine Arts of Lyon,Museum of Fine Arts of Lyon,Unknown,142.0,182.0,Mannerism
905,Madonna of the Rose Garden,http://commons.wikimedia.org/wiki/Special:FilePath/Galer%C3%ADa%20Uffizi%2C%20Florencia%2C%20Italia%2C%202022-09-18%2C%20DD%2045.jpg,Sandro Botticelli,1469,panel,Uffizi Gallery,Uffizi Gallery,Unknown,124.0,65.0,Early Renaissance
906,Leonidas at Thermopylae,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9onidas%20aux%20Thermopyles%20-%20Jacques-Louis%20David%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%203690%20%3B%20L%203711.jpg,Jacques-Louis David,1814,oil paint,Department of Paintings of the Louvre,Room 702,Unknown,395.0,531.0,Neoclassical architecture
907,Young Saint with a Sword,http://commons.wikimedia.org/wiki/Special:FilePath/Perugino%2C%20pala%20di%20sant%27agostino%2C%20santo%20giovane%20con%20spada.jpg,Pietro Perugino,1513,panel,Department of Paintings of the Louvre,Room 710,Unknown,1.375,1.39,Italian Renaissance
908,The Triumph of Venus,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Boucher%20-%20The%20Triumph%20of%20Venus%20-%20Google%20Art%20Project.jpg,François Boucher,1740,oil paint,Nationalmuseum,Nationalmuseum,Unknown,130.0,162.0,Rococo
909,Saint Jerome in the Wilderness,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%20%E2%80%94%20Jerome.jpg,Leonardo da Vinci,1480,panel,Pinacoteca Vaticana,Pinacoteca Vaticana,Unknown,103.0,75.0,Early Renaissance
910,Portrait of Guidobaldo da Montefeltro,http://commons.wikimedia.org/wiki/Special:FilePath/Raffaello%20Sanzio%20-%20Guidobaldo%20da%20Montefeltro%20-%20WGA18653.jpg,Raphael,1506,panel,Uffizi Gallery,Uffizi Gallery,Unknown,71.0,50.0,High Renaissance
911,The Regatta at Molesey,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Sisley%20050.jpg,Alfred Sisley,1874,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,66.0,91.5,Impressionism
912,Mary Magdalene,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat56.jpg,Pietro Perugino,1500,panel,Galleria Palatina,Galleria Palatina,Unknown,47.0,34.0,Italian Renaissance painting
913,The Stolen Kiss,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Honor%C3%A9%20Fragonard%20007.jpg,Marguerite Gérard,1787,oil paint,Hermitage Museum,Hermitage Museum,France,45.0,55.0,Rococo
914,Lamentation of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Petrus%20Christus%20%28ca.1410-%201472of1473%29%20-%20De%20bewening%20-%20MSK%20Brussel%2025-02-2011%2011-47-13.jpg,Petrus Christus,1455,panel,Royal Museums of Fine Arts of Belgium,Oldmasters Museum,Unknown,98.0,188.0,Early Netherlandish painting
915,The Lock,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Honor%C3%A9%20Fragonard%20009.jpg,Jean-Honoré Fragonard,1776,oil paint,Department of Paintings of the Louvre,Room 929,Unknown,73.5,93.5,Rococo
916,Philip II in Armour,http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20II.jpg,Titian,1551,oil paint,Museo del Prado,Museo del Prado,Augsburg,193.0,111.0,Venetian school
917,The Stolen Kiss,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Honor%C3%A9%20Fragonard%20007.jpg,Jean-Honoré Fragonard,1787,oil paint,Hermitage Museum,Hermitage Museum,France,45.0,55.0,Rococo
918,The artist's garden at Giverny,http://commons.wikimedia.org/wiki/Special:FilePath/Monet%20-%20Monets%20Garten%20in%20Giverny.jpg,Claude Monet,1900,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,0.816,0.926,Impressionism
919,Tronie of a Young Man with Gorget and Beret,http://commons.wikimedia.org/wiki/Special:FilePath/Harmensz%20van%20Rijn%20Rembrandt%20-%20Ritratto%20di%20giovane%20-%20Google%20Art%20Project.jpg,Rembrandt,1639,oil paint,Uffizi Gallery,Uffizi Gallery,Amsterdam,62.5,54.0,Dutch Golden Age painting
920,Self Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20Zelfportret%20-%20Google%20Art%20Project.jpg,Rembrandt,1658,canvas,The Frick Collection,The Frick Collection,Unknown,133.7,103.8,Dutch Golden Age painting
921,Self-portrait with Sir Endymion Porter,http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Sir%20Endymion%20Porter%20and%20van%20Dyck.png,Anthony van Dyck,1633,oil paint,Museo del Prado,Royal Palace of Madrid,Unknown,119.0,144.0,Baroque
922,Self-Portrait at the Age of 34,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%2C%20Self%20Portrait%20at%20the%20Age%20of%2034.jpg,Rembrandt,1640,oil paint,National Gallery,National Gallery,Unknown,102.0,80.0,Dutch Golden Age painting
923,Self-portrait with dishevelled hair,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20-%20Zelfportret%20op%20jeugdige%20leeftijd%20-%20Google%20Art%20Project.jpg,Rembrandt,1628,panel,Rijksmuseum,Rijksmuseum,Unknown,22.6,18.7,Dutch Golden Age painting
924,Self-portrait in a Soft Hat,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Cezanne%20-%20Self-Portrait%20with%20a%20Hat%20-%20Google%20Art%20Project.jpg,Paul Cézanne,1894,oil paint,Artizon Museum,Artizon Museum,Unknown,61.2,50.1,Post-impressionism
925,Self-Portrait at the Age of 63,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20135.jpg,Rembrandt,1669,oil paint,National Gallery,National Gallery,Unknown,86.0,70.5,Dutch Golden Age painting
926,Madonna of Saint Margaret,http://commons.wikimedia.org/wiki/Special:FilePath/Parmigianino%20-%20Madonna%20and%20Child%20with%20Saints%20Margaret%2C%20Jerome%2C%20Petronius%20and%20Michael.jpg,Parmigianino,1529,panel,Pinacoteca Nazionale di Bologna,Pinacoteca Nazionale di Bologna,Unknown,222.0,147.0,High Renaissance
927,The Bacchanal of the Andrians,http://commons.wikimedia.org/wiki/Special:FilePath/Bacanal%20de%20los%20andrios.jpg,Titian,1523,oil paint,Museo del Prado,Museo del Prado,Venice,175.0,193.0,High Renaissance
928,Self-portrait with a Sunflower,http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Self-portrait%20with%20a%20Sunflower.jpg,Anthony van Dyck,1632,oil paint,http://www.wikidata.org/.well-known/genid/42f2ae8ffdfd1ce392d0274daf2dd01b,Eaton Hall,Unknown,584.0,730.0,Baroque
929,The Duke and Duchess of Osuna and their Children,http://commons.wikimedia.org/wiki/Special:FilePath/Los%20duques%20de%20Osuna%20y%20sus%20hijos.jpg,Francisco Goya,1788,canvas,Museo del Prado,Museo del Prado,Unknown,225.0,174.0,Neoclassicism
930,Five Eldest Children of Charles I,http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20%281599-1641%29%20-%20The%20Five%20Eldest%20Children%20of%20Charles%20I%20-%20267%20-%20Royal%20Collection.jpg,Anthony van Dyck,1637,oil paint,Royal Collection,Windsor Castle,Unknown,163.2,198.8,Baroque
931,Equestrian portrait of Prince Tomaso of Savoy-Carignan,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20dyck%20tomaso%201634%201635.jpg,Anthony van Dyck,1634,canvas,Galleria Sabauda,Galleria Sabauda,Unknown,315.0,236.0,Baroque
932,Portrait of Cardinal Guido Bentivoglio,http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Portrait%20of%20Cardinal%20Guido%20Bentivoglio%2C%201623%20-%20Galleria%20Palatina%2C%20Florence.jpg,Anthony van Dyck,1623,oil paint,Galleria Palatina,Galleria Palatina,Unknown,195.0,147.0,Baroque
933,The Lomellini Family,http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20The%20Lomellini%20Family.jpg,Anthony van Dyck,1623,canvas,National Galleries Scotland,Scottish National Gallery,Unknown,269.0,254.0,Baroque
934,Man with a Roman coin,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardo%20Bembo%2C%20staatsman%20en%20ambassadeur%20van%20Veneti%C3%AB%2C%20Hans%20Memling%2C%28%201471-1474%29%2C%20Koninklijk%20Museum%20voor%20Schone%20Kunsten%20Antwerpen%2C%205.jpg,Hans Memling,1473,oil paint,Royal Museum of Fine Arts Antwerp,Royal Museum of Fine Arts Antwerp,Unknown,31.0,23.3,Early Netherlandish painting
935,Bridgewater Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%20-%20Madonna%20Bridgewater.JPG,Raphael,1507,oil paint,National Galleries Scotland,Scottish National Gallery,Unknown,81.0,56.0,High Renaissance
936,Empress Eugenie Surrounded by her Ladies in Waiting,http://commons.wikimedia.org/wiki/Special:FilePath/Winterhalter%20Franz%20Xavier%20The%20Empress%20Eugenie%20Surrounded%20by%20her%20Ladies%20in%20Waiting.jpg,Franz Xaver Winterhalter,1855,oil paint,Château de Compiègne,Château de Compiègne,Unknown,300.0,420.0,academic art
937,Emperor Maximilian I,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20-%20Portrait%20of%20Maximilian%20I%20-%20Google%20Art%20Project.jpg,Albrecht Dürer,1519,lime panel,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,74.0,61.5,German Renaissance
938,The Sultan Mehmet II,http://commons.wikimedia.org/wiki/Special:FilePath/Gentile%20Bellini%20%28c.1429-1507%29%20%28attributed%20to%29%20-%20The%20Sultan%20Mehmet%20II%20-%20LOAN-NATIONAL%20GALLERY.425-2009%20-%20Victoria%20and%20Albert%20Museum.jpg,Gentile Bellini,1480,oil paint,Victoria and Albert Museum,"Room 63, the Edwin and Susan Davies gallery",Istanbul,70.0,52.0,Early Renaissance
939,Portrait of a Man,http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%2C%20ritratto%20indianapolis.jpg,Titian,1509,oil paint,Indianapolis Museum of Art,Indianapolis Museum of Art,Unknown,59.5,45.5,High Renaissance
940,Portrait of Agatha Bas,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20van%20Rijn%20%28Leiden%201606-Amsterdam%201669%29%20-%20Agatha%20Bas%20%281611-1658%29%20-%20RCIN%20405352%20-%20Royal%20Collection.jpg,Rembrandt,1641,oil paint,Royal Collection,Buckingham Palace,Unknown,105.4,83.9,Dutch Golden Age painting
941,Portrait of Count Antonio Porcia and Brugnera,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20-%20Portrait%20of%20Count%20Antonio%20Porcia%20-%20WGA22968.jpg,Titian,1537,oil paint,Pinacoteca di Brera,Pinacoteca di Brera,Unknown,105.0,90.0,Venetian school
942,Baptism of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20%E2%80%94%20Baptism%20of%20Christ.jpg,Titian,1511,panel,Capitoline Museums,Capitoline Museums,Unknown,115.0,89.0,Venetian school
943,The Bravo,http://commons.wikimedia.org/wiki/Special:FilePath/Tiziano%20Vecellio%2C%20gen.%20Tizian%2C%20Kunsthistorisches%20Museum%20Wien%20-%20Der%20Bravo%20-%20GG%2064%20-%20Kunsthistorisches%20Museum.jpg,Titian,1520,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,75.0,67.0,Venetian school
944,Baptism of Saint Zenobius,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Zenobius%20London.jpg,Sandro Botticelli,1500,tempera,National Gallery,National Gallery,Unknown,66.7,149.2,Early Renaissance
945,Boat-building near Flatford Mill,http://commons.wikimedia.org/wiki/Special:FilePath/Boat-building%20near%20Flatford%20Mill%20%28Constable%29.jpg,John Constable,1815,oil paint,"Victoria and Albert museum prints, drawings, & paintings collection",Room 87,United Kingdom of Great Britain and Ireland,51.0,62.0,Romanticism
946,Baptism of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Parmigianino%2C%20battesimo%20di%20cristo%200.jpg,Parmigianino,1519,panel,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,197.0,137.0,High Renaissance
947,The Virgin Mary in Prayer,http://commons.wikimedia.org/wiki/Special:FilePath/Betende%20Maria%20-%20Gem%C3%A4ldegalerie%20Berlin%20-%205184312.jpg,Albrecht Dürer,1518,panel,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,53.0,43.0,German Renaissance
948,"The Meeting, or Bonjour, Monsieur Courbet!",http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Courbet%20-%20Bonjour%20Monsieur%20Courbet%20-%20Mus%C3%A9e%20Fabre.jpg,Gustave Courbet,1854,oil paint,Musée Fabre,Musée Fabre,Unknown,132.0,150.5,Realism
949,Madonna of the Small Trees,http://commons.wikimedia.org/wiki/Special:FilePath/Accademia%20-%20Madonna%20degli%20Alberetti%20-%20Giovanni%20Bellini.jpg,Giovanni Bellini,1487,panel,Gallerie dell'Accademia,Room  IV,Unknown,71.0,58.0,Venetian school
950,Von der Ropp Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Raffael%20%281483%20-%201520%29%20-%20The%20Virgin%20and%20Blessing%20Christ%20Child%20with%20St.%20Jerome%20and%20Francis%20-%20145%20-%20Gem%C3%A4ldegalerie.jpg,Raphael,1502,poplar panel,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,34.0,29.0,High Renaissance
951,"Madonna and Child with St Elisabeth, the Infant St John, and Two Angels",http://commons.wikimedia.org/wiki/Special:FilePath/La%20Sainte%20Famille%20aux%20Anges%20-%20Andrea%20del%20Sarto%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%20713.jpg,Andrea del Sarto,1515,oil paint,Department of Paintings of the Louvre,Room 710,Unknown,141.2,108.0,High Renaissance
952,Madonna of Divine Love,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20del%20Divino%20Amore%2C%20Raffaello%20Sanzio.jpg,Raphael,1516,panel,Museo di Capodimonte,Museo di Capodimonte,Unknown,140.0,109.0,High Renaissance
953,Madonna and Child between Saints Catherine and Mary Magdalene,http://commons.wikimedia.org/wiki/Special:FilePath/Accademia%20-%20Madonna%20con%20Bambino%20tra%20le%20sante%20Caterina%20e%20Maria%20Maddalena%20-%20Giovanni%20Bellini%20-%20Cat%20613.jpg,Giovanni Bellini,1490,panel,Gallerie dell'Accademia,Gallerie dell'Accademia - room V Giovanni Bellini,Unknown,58.0,107.0,Early Renaissance
954,Madonna of the Baldacchino,http://commons.wikimedia.org/wiki/Special:FilePath/Raffaello%20%28Urbino%201483%20%E2%80%93%20Roma%201520%29%20-%20Madonna%20con%20Bambino%20in%20trono%20e%20i%20santi%20Pietro%2C%20Bernardo%2C%20Agostino%20e%20Ranieri%2C%20detta%20Madonna%20del%20Baldacchino%20-%20165%20-%20Galleria%20Palatina.jpg,Raphael,1507,oil paint,Galleria Palatina,Hall of Saturn,Unknown,276.0,224.0,High Renaissance
955,The Madonna of the Carnation,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20060.jpg,Albrecht Dürer,1516,oil paint,Bavarian State Painting Collections,Alte Pinakothek,Unknown,39.7,29.3,German Renaissance
956,"William II, Prince of Orange, and his Bride, Mary Stuart",http://commons.wikimedia.org/wiki/Special:FilePath/Willem%20II%20en%20zijn%20bruid%20Maria%20Stuart%20Rijksmuseum%20SK-A-102.jpeg,Anthony van Dyck,1641,canvas,National Art Gallery of the Netherlands,Rijksmuseum,London,182.5,142.0,Baroque
957,Portrait of a soldier with his squire,http://commons.wikimedia.org/wiki/Special:FilePath/Giorgione%2C%20Portrait%20of%20Warrior%20with%20his%20Equerry.jpg,Giorgione,1502,canvas,Uffizi Gallery,Uffizi Gallery,Unknown,90.0,73.0,High Renaissance
958,"Portrait of James Stuart, Duke of Lennox and Richmond",http://commons.wikimedia.org/wiki/Special:FilePath/Anthonis%20van%20Dyck%20027.jpg,Anthony van Dyck,1634,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,215.9,127.6,Baroque
959,Portrait of Jakob Muffel,http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%BCrer%20-%20Jakob%20Muffel%20%281471-1526%29%2C%201526%2C%20557D.jpg,Albrecht Dürer,1526,panel,Gemäldegalerie Berlin,"German painting of the 13th-16th century, room 2",Unknown,48.0,36.0,German Renaissance
960,Portrait of Hieronymus Holzschuher,http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%BCrer%20-%20Hieronymus%20Holzschuher%20%281469-1529%29%20mit%20Deckel%2C%201526%2C%20557E.jpg,Albrecht Dürer,1526,lime panel,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,51.0,37.0,German Renaissance
961,Portrait of Giacomo di Andrea Dolfin,http://commons.wikimedia.org/wiki/Special:FilePath/Giacomo%20Dolfin%20%28Tiziano%29.jpg,Titian,1531,oil paint,Los Angeles County Museum of Art,museum storage,Venice,105.0,91.0,Venetian school
962,Portrait of Hans Tucher,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20077.jpg,Albrecht Dürer,1499,panel,Schloss Weimar,Schloss Weimar,Unknown,28.0,24.0,German Renaissance
963,Portrait of Inigo Jones,http://commons.wikimedia.org/wiki/Special:FilePath/Inigo%20Jones%20by%20Sir%20Anthony%20Van%20Dyck.jpg,Anthony van Dyck,1635,oil paint,National Portrait Gallery,National Portrait Gallery,Unknown,64.1,53.3,Baroque
964,Portrait of Giulio Clovio,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20de%20Capodimonte%20-%20Le%20Gr%C3%A9co%2C%20portrait%20de%20Giulio%20Clovio%2C%20en%201571-572%20-01.jpg,El Greco,1571,oil paint,Museo di Capodimonte,Museo di Capodimonte,Unknown,56.0,86.0,Mannerism
965,Isabella Brant,http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20090.jpg,Anthony van Dyck,1621,oil paint,National Gallery of Art,National Gallery of Art,Unknown,153.0,120.0,Baroque
966,Portrait of a soldier with his squire,http://commons.wikimedia.org/wiki/Special:FilePath/Giorgione%2C%20Portrait%20of%20Warrior%20with%20his%20Equerry.jpg,Paolo Morando,1502,oil paint,Uffizi Gallery,Uffizi Gallery,Unknown,90.0,73.0,High Renaissance
